N,P,K,temperature,humidity,ph,rainfall,label
0.2785714285714286,0.11428571428571428,0.019999999999999997,0.12576160215937743,0.930529935865839,0.44309802310099755,0.3088050733577783,16
0.25,0.4714285714285714,0.060000000000000005,0.6045136695010381,0.6076458341588754,0.5329692509608033,0.6390374589636488,18
0.8428571428571429,0.5928571428571429,0.23500000000000001,0.5688513073870386,0.7982191825453716,0.36365284308856194,0.28177858495529573,1
0.47857142857142854,0.2714285714285714,0.17,0.49406412321322435,0.8248389872443009,0.3880381638688548,0.5981078448047519,20
0.14285714285714285,0.5142857142857142,0.09,0.7474016540643769,0.28660579392458196,0.2605646980928663,0.4597060330825956,18
0.22857142857142856,0.14285714285714285,0.15000000000000002,0.2660948594865278,0.833458791363825,0.37138970883052813,0.3114487891004365,19
0.7642857142857142,0.20714285714285713,0.135,0.5150374724457262,0.608340249103086,0.5093529040167393,0.5658319052763052,5
0.8571428571428571,0.02142857142857143,0.20500000000000002,0.5948639474549479,0.891813612535016,0.5020081076865053,0.028775490539437357,15
0.2571428571428571,0.4357142857142857,0.049999999999999996,0.6100398776526705,0.6425824536486898,0.4919626366986529,0.1681406003846439,2
0.22142857142857142,0.30714285714285716,0.2,0.9171681517895935,0.9174836317552926,0.47561764640413284,0.4041419996286827,17
0.3142857142857143,0.37142857142857144,0.24000000000000002,0.9606731137590072,0.8895378217881447,0.5329375445424456,0.19596245066938345,17
0.24285714285714285,0.11428571428571428,0.185,0.28504028222077704,0.8827737182305426,0.48892216188455095,0.3258793256550637,19
0.08571428571428572,0.4,0.07,0.30146358936662465,0.1151187957277302,0.33450409042981855,0.17308592549427299,9
0.3,0.4928571428571429,0.39,0.29935825959537954,8.329642909063462e-05,0.6283504612986452,0.1632652464561034,3
0.19285714285714284,0.36428571428571427,0.07500000000000001,0.5849599236526062,0.8498762254782017,0.4531628800047901,0.11207210227761623,14
0.02857142857142857,0.25,0.07999999999999999,0.5730763515095463,0.7721998414209705,0.5008754655876264,0.08605565996742166,14
0.2571428571428571,0.14285714285714285,0.14,0.5497375325555517,0.45569418230535197,0.31784214232248276,0.2848835914279162,12
0.2571428571428571,0.5357142857142857,0.07999999999999999,0.7122568473029517,0.3983453525270103,0.5538332069955554,0.2879485471609529,18
0.7571428571428571,0.10714285714285714,0.23,0.5998459358395212,0.8948563006873744,0.4413174881960986,0.0004685287573969743,15
0.15714285714285714,0.08571428571428572,0.10500000000000001,0.5702327203280952,0.3902231380533989,0.19434167071060104,0.28498350947034146,12
0.15714285714285714,0.32857142857142857,0.055,0.5492184205234122,0.5492532058114344,0.7985324492756836,0.17880909545473522,13
0.007142857142857143,0.5071428571428571,0.07,0.4407442457970083,0.37819063727091295,0.49216338196530773,0.5642621434736056,18
0.6714285714285714,0.0,0.25,0.5669983694625176,0.9056138137214407,0.40136768285446944,0.023449718881821763,15
0.4714285714285714,0.34285714285714286,0.18000000000000002,0.46628537666345804,0.7729751109155171,0.6646870760899621,0.8506246759264806,20
0.04285714285714286,0.17857142857142855,0.17500000000000002,0.40013641428366686,0.9005130042374432,0.44424133866611726,0.31130796420804213,19
0.6214285714285714,0.11428571428571428,0.23500000000000001,0.5315653210261408,0.9336043154718277,0.39856583249537003,0.024631294599586254,15
0.11428571428571428,0.5142857142857142,0.08499999999999999,0.6501904209856109,0.2492898330476948,0.4773399416059596,0.28823427027272935,18
0.2642857142857143,0.8642857142857143,0.955,0.4239418927725167,0.8949241993610519,0.32528570717140304,0.31205166989144456,0
0.2714285714285714,0.22142857142857142,0.07999999999999999,0.5510459571677241,0.8238531081864776,0.47456610439147995,0.05665137247144299,14
0.5499999999999999,0.22142857142857142,0.16,0.5181884702224991,0.7839010376286278,0.40921323027923195,0.6262278146738963,20
0.14285714285714285,0.45714285714285713,0.049999999999999996,0.41942634555724123,0.09916484079506532,0.3778003437509905,0.31291761312709543,9
0.20714285714285713,0.9071428571428571,0.995,0.4092943179836759,0.886163075110912,0.4030893272351841,0.3158037928319545,0
0.6071428571428571,0.2285714285714286,0.17,0.4505665578390452,0.7987947405667069,0.44467063302380305,0.7344199632186151,20
0.2642857142857143,0.17857142857142855,0.14500000000000002,0.5369726912554702,0.45925633165542323,0.5121078705292204,0.28394694570304435,12
0.4928571428571428,0.44285714285714284,0.23500000000000001,0.5421495948599896,0.9353261534981578,0.5166996476783874,0.22455275188330387,17
0.25,0.32857142857142857,0.060000000000000005,0.5731340562580302,0.4149975101219757,0.008408657134663655,0.07367120031068476,13
0.8714285714285714,0.38571428571428573,0.065,0.42107606778812445,0.8092724974143152,0.4221732348091086,0.21370685738407869,6
0.2857142857142857,0.15714285714285714,0.2,0.3682824094712309,0.939470460907665,0.3702582534499068,0.3309666511778468,19
0.12142857142857143,0.48571428571428577,0.065,0.3063272066892918,0.23612084602697603,0.33086918002730503,0.6362875124922589,18
0.2714285714285714,0.32857142857142857,0.23500000000000001,0.6839614208714595,0.8927463566658236,0.5323283745817708,0.2102473805936837,17
0.0,0.44285714285714284,0.08499999999999999,0.6024549738323234,0.6432731780645957,0.48038623679802295,0.11216602258688586,10
0.6142857142857142,0.22142857142857142,0.095,0.5085877073986655,0.683928980485099,0.3549604907761358,0.1904253375754446,11
0.15714285714285714,0.47857142857142854,0.39999999999999997,0.2881616666437308,0.016157215524794766,0.4488754849694989,0.24496927537224533,3
0.7642857142857142,0.12142857142857143,0.24500000000000002,0.5500873033891703,0.8934147418988883,0.4860629262097611,0.0045252541698473925,15
0.9214285714285714,0.3,0.07500000000000001,0.4472461913169794,0.7762367018483097,0.43188419711936965,0.28125281258205137,6
0.18571428571428572,0.42857142857142855,0.08499999999999999,0.2588934836341896,0.052537783061690685,0.3802594216372579,0.44118748694340437,9
0.19999999999999998,0.4928571428571429,0.38,0.2636182442788205,0.04709447385974819,0.816293432852508,0.22151564693044745,3
0.19999999999999998,0.29285714285714287,0.055,0.5791263839130079,0.824743571377407,0.49133269364776777,0.0918407359071587,14
0.8142857142857143,0.10714285714285714,0.10500000000000001,0.4800854850540087,0.5646761315118509,0.5869527125677796,0.6226691079069534,5
0.5714285714285714,0.09285714285714285,0.13,0.43626770653259506,0.5200823268927344,0.5906813385667382,0.4109286192556098,5
0.14285714285714285,0.014285714285714284,0.019999999999999997,0.5925925290128998,0.901948611464207,0.5636382399380082,0.3264295601685149,16
0.85,0.014285714285714284,0.25,0.49391943149759265,0.8209743374313744,0.3929298902392324,0.08641019947999369,21
0.02857142857142857,0.12857142857142856,0.0,0.3974273235454103,0.9227803378092736,0.6178808400058551,0.3234120048846972,16
0.16428571428571428,0.9785714285714285,0.96,0.8677198879588246,0.7906423965598093,0.38813220230989465,0.1759442806231114,7
0.6214285714285714,0.2357142857142857,0.12,0.46997069515998435,0.5088220627701465,0.48953726248176976,0.4880864927877303,5
0.2785714285714286,0.37142857142857144,0.07,0.5881844523722833,0.3693818973767854,0.45363027329042516,0.5213920573729633,18
0.07857142857142857,0.15714285714285714,0.125,0.5414864066104059,0.4000645264098318,0.4494305787715791,0.24980742999792943,12
0.09285714285714286,0.9928571428571428,0.96,0.4044754475227098,0.940662409494071,0.43162119572028435,0.30673655797095856,0
0.2642857142857143,0.2357142857142857,0.135,0.6608865057323862,0.36469834078940244,0.2974319681591079,0.2559253041932503,12
0.2857142857142857,0.09285714285714285,0.19,0.3030249200319324,0.8460913881964434,0.3518664304463568,0.3219016995654413,19
0.6,0.24285714285714288,0.15000000000000002,0.41180900684756094,0.44179186417389293,0.5372426142307094,0.3484949956815987,5
0.11428571428571428,0.36428571428571427,0.060000000000000005,0.7166328795871179,0.30054563326330846,0.6128281770046111,0.5616697282146249,18
0.7642857142857142,0.11428571428571428,0.10500000000000001,0.5058049278974569,0.47893617155668144,0.5801122287309488,0.4468945893686549,5
0.19285714285714284,0.9999999999999999,0.9999999999999999,0.018430101826609757,0.7936202184064406,0.3569781606343375,0.16415393004972745,7
0.9,0.2285714285714286,0.07999999999999999,0.48850463999571203,0.8154989766018934,0.4836034069781374,0.2037173955561935,6
0.09285714285714286,0.17857142857142855,0.16,0.34545588127995264,0.9024142264876929,0.4311431650473806,0.3109580128676965,19
0.24285714285714285,0.42857142857142855,0.215,0.9352705629550913,0.8839877749844554,0.4914628110608601,0.6432407028680485,17
0.17857142857142858,0.9857142857142857,0.975,0.4298067945120667,0.9162574106439281,0.39181397774197646,0.28849465227267135,0
0.19285714285714284,0.39285714285714285,0.060000000000000005,0.5047948402782928,0.5760647749393956,0.5477228128828233,0.15838153498222285,2
0.19999999999999998,0.38571428571428573,0.08499999999999999,0.6335873275365703,0.4494980929516714,0.5516138881857566,0.5414518832983943,18
0.8142857142857143,0.11428571428571428,0.25,0.4768508176874984,0.8594931505851049,0.4615626348086126,0.13355669034858886,21
0.35714285714285715,0.39285714285714285,0.21000000000000002,0.6815396369395792,0.9156096143608601,0.5323460562328202,0.26396206061892113,17
0.3071428571428571,0.45,0.07500000000000001,0.5954823693305336,0.605570492850867,0.620918633468077,0.17641597684874732,2
0.2714285714285714,0.95,0.995,0.4673025745062058,0.8048340435464789,0.4386592955949956,0.1892531875550213,7
0.05714285714285714,0.37857142857142856,0.060000000000000005,0.5717980007987878,0.6403455906191144,0.5880402273372356,0.053178449424491916,10
0.65,0.2142857142857143,0.165,0.46116761396985995,0.7729980887740857,0.40892636217359535,0.5870569626050991,20
0.7142857142857143,0.19285714285714284,0.10500000000000001,0.4708485453608736,0.5047140749381447,0.3948055618166395,0.37335054875068585,5
0.35714285714285715,0.29285714285714287,0.23500000000000001,0.6415330263513119,0.8860626896141417,0.5021902620187073,0.12098741667172751,17
0.21428571428571427,0.42857142857142855,0.385,0.3411371901842689,0.011725320742340811,0.559697720736569,0.20279961815626346,3
0.6642857142857143,0.15000000000000002,0.11000000000000001,0.4524207832882129,0.49230787149984323,0.5883764485218967,0.421798520934755,5
0.45,0.3,0.15000000000000002,0.5210973244125785,0.8725215714252537,0.6108567821603745,0.6237160090175417,8
0.15714285714285714,0.22142857142857142,0.055,0.624270686710543,0.4258406174876639,0.7277185014643248,0.15897041009920315,13
0.12857142857142856,0.15714285714285714,0.18000000000000002,0.38850759813165103,0.9104751163073332,0.5708240805595572,0.30360025039596494,19
0.4357142857142857,0.45,0.225,0.757219253886724,0.9010061322538665,0.5114028049935218,0.8005550332607232,17
0.18571428571428572,0.47857142857142854,0.08499999999999999,0.5722346705072728,0.27190553214350033,0.18197941683571872,0.2565090224466322,18
0.014285714285714285,0.9642857142857143,0.96,0.3980544880777679,0.9164653005266767,0.31566226296106026,0.3044240822170447,0
0.09999999999999999,0.44285714285714284,0.049999999999999996,0.30812470357870914,0.12134805491650746,0.33984422477089105,0.42750554859367906,9
0.2642857142857143,0.12857142857142856,0.034999999999999996,0.6513975159446673,0.8894433186651707,0.44951071856619995,0.3334180194021742,16
0.2571428571428571,0.37142857142857144,0.055,0.56781977087556,0.5001704610232776,0.7446145304088765,0.131807661971529,13
0.5214285714285715,0.37142857142857144,0.18000000000000002,0.36215008998165277,0.8245436622577428,0.3607830028397062,0.905253820807979,20
0.19999999999999998,0.2142857142857143,0.08499999999999999,0.594112178255731,0.8454248881885169,0.5679033580742106,0.14202837601175572,14
0.7571428571428571,0.06428571428571428,0.2,0.4489122487836741,0.8154447227672728,0.45289365062866693,0.13266608378661093,21
0.20714285714285713,0.07857142857142857,0.155,0.3152102438199498,0.8710463831044901,0.3476622136149794,0.29654939291147153,19
0.0,0.17142857142857143,0.135,0.5518952625999924,0.9811596784580305,0.36755507892385864,0.5438230427107407,4
0.07142857142857142,0.13571428571428573,0.11000000000000001,0.5379414105097441,0.9407641792160575,0.34269693823840586,0.4513653277792715,4
0.7142857142857143,0.36428571428571427,0.17500000000000002,0.5039733395820928,0.8055099102928219,0.6109415773864926,0.5599984545886553,8
0.02857142857142857,0.09285714285714285,0.16,0.40438537876044167,0.8299479138837693,0.5640017711938723,0.30884876492990654,19
0.19285714285714284,0.36428571428571427,0.08499999999999999,0.31830456267855134,0.0749950232559013,0.3620740454665363,0.31733791985312804,9
0.1357142857142857,0.22142857142857142,0.08499999999999999,0.47693838342380424,0.5166384452597614,0.41369681561095617,0.13187721338282798,13
0.5357142857142857,0.2571428571428572,0.15000000000000002,0.4632664395465059,0.7508429727677539,0.5212914986961394,0.5258140121932634,8
0.25,0.45714285714285713,0.09,0.22847293536269697,0.1247895561581403,0.3224803669493217,0.19803467989375217,9
0.6428571428571428,0.2785714285714286,0.165,0.4306886237867862,0.8121774711420654,0.6171342480398623,0.7938219110972256,20
0.22142857142857142,0.37857142857142856,0.049999999999999996,0.559348508345114,0.535784462510015,0.41414664294707326,0.0898820687890287,10
0.2785714285714286,0.33571428571428574,0.24000000000000002,0.6796821443284711,0.9378961385398672,0.49755578587265425,0.11038985615403256,17
0.06428571428571428,0.07857142857142857,0.17,0.2750651243316431,0.8965960950222835,0.40378071759637224,0.3049009842638447,19
0.007142857142857143,0.17857142857142855,0.025,0.08819506426405166,0.8992488684926965,0.588873101542841,0.29912690019626514,16
0.36428571428571427,0.47857142857142854,0.35,0.28874901145628795,0.008414926886750745,0.5597640824071988,0.21477823213738578,3
0.5142857142857142,0.2571428571428572,0.155,0.507397535626836,0.8466987378947284,0.3982910079238353,0.47670779187768364,8
0.16428571428571428,0.0,0.195,0.3552838897648881,0.933275901155517,0.5689051056624823,0.31346526137266134,19
0.7928571428571428,0.32142857142857145,0.049999999999999996,0.46894151361056857,0.7704039180603016,0.681114721754327,0.23099983601781948,6
0.16428571428571428,0.2285714285714286,0.095,0.5725326763651256,0.34946297072197763,0.6978093280184212,0.0488793695393748,13
0.22142857142857142,0.25,0.08499999999999999,0.5906262960931095,0.8387414831875628,0.444885033248303,0.1186011709243703,14
0.12142857142857143,0.9357142857142857,0.95,0.9291773406564392,0.7856531715659546,0.44865927457588406,0.1637032559943662,7
0.07142857142857142,0.2285714285714286,0.08499999999999999,0.5710747694814989,0.8733584154903602,0.5544024698808323,0.13720243277609628,14
0.04285714285714286,0.5142857142857142,0.07500000000000001,0.4867109431261065,0.5367997143508924,0.3971103356934115,0.1034627942370095,10
0.8785714285714286,0.24285714285714288,0.095,0.4643317237231719,0.7456223093780361,0.6140196198967827,0.23617570895472428,6
0.09285714285714286,0.39285714285714285,0.1,0.238487699484148,0.07376316187014414,0.3392075509700514,0.38783899865490945,9
0.2571428571428571,0.09999999999999999,0.135,0.5245775864598154,0.42510940040058265,0.2236582218474643,0.25885100606133105,12
0.6214285714285714,0.06428571428571428,0.215,0.5987610053624353,0.9137396841877312,0.482288913797037,0.03145307197730836,15
0.04285714285714286,0.5142857142857142,0.1,0.33819250338269446,0.11772286474854898,0.35581214968515584,0.17713266830808483,9
0.17142857142857143,0.09285714285714285,0.0049999999999999975,0.5090531069556461,0.9354851309008367,0.43241276976673504,0.3451459541833936,16
0.03571428571428571,0.35714285714285715,0.065,0.7082702293876421,0.3667832978190212,0.5936461521996512,0.38214866904857,18
0.5499999999999999,0.33571428571428574,0.060000000000000005,0.46020540063185833,0.6005083158979051,0.3436906840705224,0.19936258837384568,11
0.6357142857142857,0.37857142857142856,0.15000000000000002,0.4350336151630618,0.7912538178450269,0.4031026521948452,0.5273097707890931,8
0.8357142857142857,0.2285714285714286,0.135,0.4097944967750671,0.6159128476440255,0.5105340334548265,0.5112037920263327,5
0.95,0.3,0.09,0.46088350258903876,0.7157752486920824,0.5167072304830309,0.24946249554999178,6
0.5928571428571429,0.2857142857142857,0.07999999999999999,0.2871684976206649,0.5189390845060387,0.3439120081918874,0.21349121321754821,11
0.07142857142857142,0.4642857142857143,0.07,0.4597874506766384,0.6382977562369742,0.5859217789572708,0.07638672141777257,10
0.049999999999999996,0.36428571428571427,0.065,0.272251080391967,0.11733521565032312,0.34113585554717085,0.2005086496551136,9
0.2642857142857143,0.09285714285714285,0.17,0.43963753041437836,0.9361696485880828,0.4540847014730429,0.32304679222738036,19
0.2642857142857143,0.33571428571428574,0.21000000000000002,0.9829191066423839,0.9290757404218846,0.4724517326243316,0.6883278988351655,17
0.45,0.2785714285714286,0.18000000000000002,0.4403843231170613,0.8103676953785617,0.32325168498565693,0.8507341974519447,20
0.25,0.5357142857142857,0.1,0.552858416832426,0.35772305141360616,0.21634553300312642,0.6353498284500259,18
0.65,0.05714285714285715,0.21000000000000002,0.5820405818899147,0.9119485511283687,0.4104537810067257,0.027304129058677476,15
0.05714285714285714,0.2857142857142857,0.065,0.5482001225314567,0.8301070193949519,0.5452711776841574,0.08228230019101095,14
0.2642857142857143,0.47857142857142854,0.065,0.2883939063050447,0.11979081974959888,0.3451590892133227,0.30572252888234575,9
0.5071428571428571,0.39285714285714285,0.08499999999999999,0.49495312469176445,0.5261805471833483,0.41989226869953267,0.2350714866222794,11
0.6785714285714286,0.37142857142857144,0.18000000000000002,0.4138782210790065,0.6928148538325617,0.45563055806050734,0.5909684118687644,8
0.15714285714285714,0.4642857142857143,0.07,0.27007550491732757,0.07937538540103026,0.3127149115506208,0.17645393851651792,9
0.3142857142857143,0.38571428571428573,0.365,0.3400187019999442,0.06511143819851528,0.636713170151759,0.23157226484344212,3
0.8785714285714286,0.32142857142857145,0.055,0.4081378485396382,0.7148066241462542,0.46549646384894094,0.1807922801767461,6
0.18571428571428572,0.33571428571428574,0.09,0.6072536573874685,0.41221732329405736,0.2219382713122824,0.11707143243495284,13
0.014285714285714285,0.8857142857142857,0.9800000000000001,0.4004803337237943,0.934500842348589,0.3386433635563729,0.36586967884925187,0
0.3357142857142857,0.29285714285714287,0.23500000000000001,0.4123073431616273,0.8999066567723515,0.4661554283895093,0.6687269533961874,17
0.03571428571428571,0.17142857142857143,0.195,0.3500349579512678,0.9192038392567241,0.32243146423539637,0.3034674945155914,19
0.7785714285714286,0.22142857142857142,0.065,0.47560986918034953,0.726404381604471,0.6251545413220441,0.1515235772444623,6
0.03571428571428571,0.07857142857142857,0.13,0.7786230441008322,0.4016341381649463,0.16343404499288172,0.2791028085490874,12
0.2857142857142857,0.9642857142857143,0.95,0.17655170311511326,0.7726940101731427,0.43382527971759566,0.18430748864970437,7
0.08571428571428572,0.20714285714285713,0.11500000000000002,0.7040417247018987,0.3587631262021932,0.4090791021907547,0.28201266750444454,12
0.7071428571428571,0.25,0.135,0.44072071281922276,0.649582376609626,0.5506383199350422,0.5136980851084869,5
0.8571428571428571,0.12857142857142856,0.11500000000000002,0.4834334296251648,0.43189549370116376,0.5245520113851501,0.6323276714425851,5
0.8214285714285714,0.30714285714285716,0.055,0.47971333132033667,0.8146092834620788,0.5709159317129164,0.24652198901465794,6
0.02142857142857143,0.36428571428571427,0.060000000000000005,0.5559124158251476,0.4577416723813045,0.8093725457823553,0.11421920106366477,13
0.2642857142857143,0.09285714285714285,0.125,0.5397399114216128,0.9926106963758992,0.4478974012990734,0.4944539533364978,4
0.14285714285714285,0.16428571428571426,0.10500000000000001,0.5037073545511559,0.9010245575935791,0.31768818386245257,0.5272718631831279,4
0.19285714285714284,0.03571428571428571,0.14,0.5447848625447804,0.9708574101924214,0.4604973840306821,0.4805969075768941,4
0.2857142857142857,0.9357142857142857,0.985,0.4024984822657599,0.9369326047319542,0.3779869482377798,0.3492859601535983,0
0.2785714285714286,0.028571428571428567,0.049999999999999996,0.47429233548194816,0.9046764945536159,0.6978310284315212,0.34649728796009216,16
0.16428571428571428,0.12857142857142856,0.11000000000000001,0.7431446829461453,0.43349092036983294,0.25759084061245463,0.2766086989679417,12
0.09999999999999999,0.09285714285714285,0.15000000000000002,0.6389091458134074,0.38207723925765813,0.20005081860064888,0.25559527186040787,12
0.09999999999999999,0.09999999999999999,0.045000000000000005,0.25418821835662364,0.9343855491289332,0.49677208497326464,0.31525439153170104,16
0.7428571428571429,0.48571428571428577,0.20500000000000002,0.5829131439714116,0.7682513294247327,0.431953946481065,0.25194604783825364,1
0.21428571428571427,0.8357142857142857,0.96,0.36017897382262976,0.915277592821774,0.3216765500013459,0.3083452823756267,0
0.25,0.8571428571428571,0.995,0.31057557776268585,0.7686379297366751,0.40479820899056074,0.19171554308644678,7
0.14285714285714285,0.45,0.060000000000000005,0.6109947288289025,0.5348766674519558,0.47804055247719934,0.18465051303366853,2
0.24285714285714285,0.4357142857142857,0.060000000000000005,0.2865236735988199,0.08173101399741711,0.37087663334576204,0.3764373243531897,9
0.17142857142857143,0.9642857142857143,0.9999999999999999,0.09358290555368787,0.8087952736369246,0.3774725448291243,0.17364523282957084,7
0.7642857142857142,0.32857142857142857,0.08499999999999999,0.4602587285999912,0.7461040217367051,0.385411065587687,0.21282756530376862,6
0.1357142857142857,0.5285714285714286,0.07,0.32236509833935556,0.6240826284083485,0.49336598523432973,0.08100312918335055,10
0.6642857142857143,0.5714285714285714,0.22,0.549280236627621,0.7585350845251327,0.3404939820199969,0.35627788092439955,1
0.20714285714285713,0.2571428571428572,0.07999999999999999,0.6504569334224539,0.5667563225084411,0.8343331328644645,0.15890743215772013,13
0.19999999999999998,0.8928571428571428,0.955,0.38189099290341333,0.9381051752154048,0.3977402101631474,0.3327112709297002,0
0.5142857142857142,0.2642857142857143,0.19,0.5090987238362303,0.7774128682371175,0.4429033961748491,0.5784740751511128,8
0.17142857142857143,0.4642857142857143,0.055,0.4692471642715498,0.6377399191919305,0.4732693956553964,0.052749213103589,10
0.7428571428571429,0.15000000000000002,0.125,0.4471068502748683,0.5645133473731534,0.45195763130734723,0.4613144336196663,5
0.03571428571428571,0.12857142857142856,0.049999999999999996,0.4833120244010982,0.9074168958739659,0.6071511054978977,0.3313528875510882,16
0.02142857142857143,0.45714285714285713,0.09,0.5695413623477139,0.5707134650275598,0.5901102255455537,0.08123711795108295,10
0.15,0.5214285714285715,0.07,0.5261409357870108,0.6123877286519732,0.5311288372478091,0.17789752818903004,2
0.6714285714285714,0.6,0.215,0.5662622055096537,0.8195530729899962,0.3341481348250086,0.3261116350560747,1
0.07142857142857142,0.35714285714285715,0.09,0.3547466711821068,0.06255038995001677,0.3457797433285197,0.41996695657190725,9
0.014285714285714285,0.11428571428571428,0.195,0.28969727005869383,0.852185508081545,0.47651951542327664,0.2963381906195956,19
0.6428571428571428,0.38571428571428573,0.15000000000000002,0.442632442154995,0.8819565838570691,0.5588314921433521,0.5564850493860376,8
0.3214285714285714,0.37142857142857144,0.21000000000000002,0.4115626589347866,0.8927334614598592,0.49013073855614,0.5080127389653808,17
0.09285714285714286,0.42142857142857143,0.07500000000000001,0.2958093573050552,0.5635606141154981,0.47988435045997724,0.05790601052655832,10
0.21428571428571427,0.05714285714285715,0.1,0.5258416705251744,0.9009086403991715,0.45229848506312254,0.5196195397165767,4
0.22857142857142856,0.37142857142857144,0.065,0.19261716678841084,0.11063443992966032,0.34067733411186596,0.312814574704839,9
0.19285714285714284,0.4142857142857143,0.07,0.34744582938794744,0.08069226579688701,0.31995977301608935,0.40557651849228776,9
0.14285714285714285,0.32142857142857145,0.08499999999999999,0.6361947663818673,0.37515090576481247,0.9178576362815178,0.06454335095087059,13
0.3214285714285714,0.3,0.25,0.849171946780398,0.8968636449651763,0.5049035381903919,0.3555188301713619,17
0.2785714285714286,0.5071428571428571,0.355,0.31973480542942523,0.015167253562621164,0.7202029057252655,0.17540460307903594,3
0.7357142857142857,0.07857142857142857,0.22,0.43735206110997826,0.7860060273046501,0.5304487063251322,0.11284004529901077,21
0.15,0.15000000000000002,0.11000000000000001,0.5215947051979902,0.3897155707618519,0.34132490640598345,0.2713556543494583,12
0.20714285714285713,0.2142857142857143,0.11500000000000002,0.5601603481588081,0.458130839996994,0.5384888365104048,0.25177054747381644,12
0.42857142857142855,0.2785714285714286,0.09,0.4582242815512435,0.6507198818821677,0.34490058866600093,0.20261886319282307,11
0.5714285714285714,0.5142857142857142,0.22,0.4943685830502065,0.7598218658397246,0.313255069746861,0.3338234739564427,1
0.42857142857142855,0.35714285714285715,0.195,0.4068538975127376,0.7939400024332193,0.6742187657204011,0.8756439370568083,20
0.17142857142857143,0.2857142857142857,0.07,0.5174444344925831,0.40312594512216293,0.38063823156022214,0.051698882015875525,13
0.07142857142857142,0.9714285714285714,0.9800000000000001,0.3816639446608443,0.8949499391362858,0.4480742573098192,0.3025923219520429,0
0.049999999999999996,0.5285714285714286,0.09,0.3102128126002004,0.06317022101012917,0.3603072575830665,0.27425898203483956,9
